,city,date,fare,ride_id,driver_count,type,,,,,,,
2195,South Teresa,2/11/2018 15:07,28.64,3.21E+11,21,Suburban,,,,,,,
2196,West Kimmouth,2/18/2018 11:53,49.38,1.63E+12,4,Suburban,,,,,,,
2197,Davidfurt,3/9/2018 23:07,26.24,4.65E+12,23,Suburban,,,,,,,
2198,North Jeffrey,2/21/2018 12:56,22.96,6.85E+12,11,Suburban,,,,,,,
2199,East Kentstad,4/10/2018 20:44,21.38,9.08E+12,20,Suburban,,,,,,,
2200,Brandonfort,4/4/2018 21:13,21.56,8.11E+12,10,Suburban,,,,,,,
2201,Lewishaven,3/29/2018 7:24,14.21,1.26E+11,23,Suburban,,,,,,,
2202,East Danielview,4/26/2018 8:14,40.76,2.97E+12,22,Suburban,,,,,,,
2203,Veronicaberg,4/2/2018 3:59,16.63,4.53E+12,20,Suburban,,,,,,,
2204,Lake Omar,5/5/2018 23:39,12.45,6.38E+12,22,Suburban,,,,,,,
2205,Lake Omar,4/13/2018 7:09,24.9,9.45E+12,22,Suburban,,,,,,,
2206,Josephside,3/18/2018 22:55,35.58,5.45E+12,25,Suburban,,,,,,,
2207,Port Shane,3/19/2018 12:25,40.39,9.10E+11,7,Suburban,,,,,,,
2208,Rodriguezview,2/21/2018 1:34,36.37,4.98E+12,20,Suburban,,,,,,,
2209,East Kentstad,1/10/2018 11:15,24.65,7.20E+12,20,Suburban,,,,,,,
2210,Brandonfort,3/3/2018 4:25,46.01,2.29E+12,10,Suburban,,,,,,,
2211,North Timothy,3/17/2018 8:33,45.33,1.76E+12,7,Suburban,,,,,,,
2212,North Richardhaven,3/19/2018 5:25,18.01,2.80E+12,1,Suburban,,,,,,,
2213,East Danielview,2/4/2018 11:01,38.38,2.53E+12,22,Suburban,,,,,,,
2214,Colemanland,4/5/2018 5:23,43.91,3.89E+11,23,Suburban,,,,,,,
2215,East Marymouth,3/13/2018 8:07,27.54,9.78E+12,5,Suburban,,,,,,,
2216,Lake Robertside,2/16/2018 7:14,47.31,6.27E+12,4,Suburban,,,,,,,
2217,North Jeffrey,4/27/2018 10:17,20.41,9.03E+11,11,Suburban,,,,,,,
2218,East Danielview,3/27/2018 16:22,36,1.41E+12,22,Suburban,,,,,,,
2219,New Olivia,2/5/2018 22:03,35.76,5.89E+12,20,Suburban,,,,,,,
2220,Lake Robertside,2/12/2018 9:45,20.03,9.63E+12,4,Suburban,,,,,,,
2221,South Brenda,3/19/2018 19:25,48.98,8.69E+12,1,Suburban,,,,,,,
2222,Josephside,4/24/2018 10:29,42.58,1.07E+12,25,Suburban,,,,,,,
2223,West Kimmouth,3/5/2018 22:04,48.2,321833677,4,Suburban,,,,,,,
2224,Barronchester,4/5/2018 14:12,33.5,91435348621,11,Suburban,,,,,,,
2225,Bethanyland,3/6/2018 10:01,13.86,8.57E+12,22,Suburban,,,,,,,
2226,Lake Omar,2/20/2018 21:56,33.61,2.72E+12,22,Suburban,,,,,,,
2227,Williamsonville,4/28/2018 19:35,16.96,9.63E+12,2,Suburban,,,,,,,
2228,Colemanland,1/19/2018 15:24,24.4,6.65E+12,23,Suburban,,,,,,,
2229,Port Shane,1/30/2018 20:43,49.52,8.26E+12,7,Suburban,,,,,,,
2230,West Kimmouth,3/13/2018 14:50,18.72,9.39E+12,4,Suburban,,,,,,,
2231,Nicolechester,5/5/2018 8:45,15.43,8.50E+12,19,Suburban,,,,,,,
2232,Mezachester,4/19/2018 19:05,29.12,8.89E+12,14,Suburban,,,,,,,
2233,New Olivia,3/27/2018 9:35,34.54,4.64E+12,20,Suburban,,,,,,,
2234,East Danielview,1/25/2018 11:58,48.32,1.83E+12,22,Suburban,,,,,,,
2235,Brandonfort,4/15/2018 4:12,47.17,7.39E+12,10,Suburban,,,,,,,
2236,Port Shane,4/3/2018 22:33,15.59,1.27E+11,7,Suburban,,,,,,,
2237,Colemanland,5/4/2018 4:24,12.62,4.90E+12,23,Suburban,,,,,,,
2238,South Teresa,3/5/2018 19:18,32.29,4.98E+12,21,Suburban,,,,,,,
2239,South Brenda,4/25/2018 7:08,23.6,1.78E+12,1,Suburban,,,,,,,
2240,East Aaronbury,4/11/2018 3:24,34.4,6.54E+12,7,Suburban,,,,,,,
2241,Sotoville,3/13/2018 16:06,14.36,8.63E+12,10,Suburban,,,,,,,
2242,West Hannah,1/21/2018 19:54,41.95,16507766547,12,Suburban,,,,,,,
2243,South Teresa,3/9/2018 9:54,25.08,8.14E+12,21,Suburban,,,,,,,
2244,Bethanyland,4/2/2018 4:29,34.38,1.78E+12,22,Suburban,,,,,,,
2245,West Hannah,3/2/2018 17:06,13.92,7.39E+12,12,Suburban,,,,,,,
2246,Lake Robertside,4/3/2018 3:27,12.76,1.30E+12,4,Suburban,,,,,,,
2247,Colemanland,1/10/2018 6:49,27.7,8.70E+12,23,Suburban,,,,,,,
2248,East Marymouth,2/12/2018 23:18,47.41,7.41E+12,5,Suburban,,,,,,,
2249,New Raymond,2/11/2018 17:28,17.97,7.55E+12,17,Suburban,,,,,,,
2250,Randallchester,4/13/2018 11:13,43.22,1.08E+12,9,Rural,,,,,,,
2251,North Holly,2/2/2018 14:54,12.42,1.99E+12,8,Rural,,,,,,,
2252,Michaelberg,3/27/2018 18:27,54.85,4.42E+12,6,Rural,,,,,,,
2253,Lake Latoyabury,2/23/2018 21:12,47.9,3.27E+12,2,Rural,,,,,,,
2254,Lake Latoyabury,5/6/2018 8:57,51.8,4.02E+12,2,Rural,,,,,,,
2255,Taylorhaven,4/6/2018 1:01,45.31,2.28E+12,1,Rural,,,,,,,
2256,Garzaport,2/18/2018 18:27,36.16,2.93E+12,7,Rural,,,,,,,
2257,New Ryantown,1/27/2018 17:33,42.68,7.99E+12,2,Rural,,,,,,,
2258,Lake Latoyabury,4/2/2018 21:00,13.46,8.23E+12,2,Rural,,,,,,,
2259,North Holly,2/16/2018 17:02,39.46,4.57E+12,8,Rural,,,,,,,
2260,Bradshawfurt,3/6/2018 21:44,19.74,6.08E+12,7,Rural,,,,,,,
2261,South Marychester,2/19/2018 0:23,32.72,1.48E+12,1,Rural,,,,,,,
2262,Bradshawfurt,3/24/2018 18:53,57.51,2.30E+12,7,Rural,,,,,,,
2263,Lake Latoyabury,1/22/2018 12:42,13.5,8.49E+12,2,Rural,,,,,,,
2264,South Marychester,1/2/2018 11:18,52.12,3.45E+12,1,Rural,,,,,,,
2265,Jessicaport,1/1/2018 9:45,43.69,2.42E+12,1,Rural,,,,,,,
2266,South Jennifer,4/1/2018 9:32,21.63,9.14E+12,7,Rural,,,,,,,
2267,South Marychester,2/21/2018 19:16,55.4,8.82E+12,1,Rural,,,,,,,
2268,South Saramouth,2/20/2018 16:32,44.29,3.62E+12,7,Rural,,,,,,,
2269,Lake Latoyabury,4/22/2018 16:56,38.46,1.67E+12,2,Rural,,,,,,,
2270,Lake Jamie,3/13/2018 6:41,26.09,1.60E+12,4,Rural,,,,,,,
2271,Newtonview,1/8/2018 6:19,19.39,5.35E+12,1,Rural,,,,,,,
2272,Michaelberg,1/18/2018 0:46,15.12,1.03E+12,6,Rural,,,,,,,
2273,Jessicaport,1/14/2018 7:09,18.05,5.41E+12,1,Rural,,,,,,,
2274,South Marychester,1/15/2018 21:44,30.26,3.84E+12,1,Rural,,,,,,,
2275,North Jaime,3/6/2018 9:09,44.17,1.15E+12,1,Rural,,,,,,,
2276,Penaborough,2/24/2018 0:44,21.89,2.07E+12,6,Rural,,,,,,,
2277,North Jaime,3/12/2018 13:05,23.21,5.99E+12,1,Rural,,,,,,,
2278,Lake Latoyabury,4/16/2018 21:12,24.1,4.90E+12,2,Rural,,,,,,,
2279,South Jennifer,3/7/2018 19:10,48.79,9.73E+12,7,Rural,,,,,,,
2280,Taylorhaven,3/5/2018 21:19,38.18,8.56E+12,1,Rural,,,,,,,
2281,Jessicaport,4/13/2018 16:08,39.89,6.51E+12,1,Rural,,,,,,,
2282,South Marychester,3/27/2018 12:07,34.42,4.23E+12,1,Rural,,,,,,,
2283,Penaborough,4/27/2018 6:02,38.33,5.47E+11,6,Rural,,,,,,,
2284,New Ryantown,4/18/2018 19:43,42.97,2.31E+11,2,Rural,,,,,,,
2285,North Jaime,4/4/2018 13:13,51.83,9.12E+12,1,Rural,,,,,,,
2286,Harringtonfort,1/6/2018 7:38,47.33,3.85E+12,4,Rural,,,,,,,
2287,South Jennifer,4/5/2018 14:35,32.2,6.84E+11,7,Rural,,,,,,,
2288,North Holly,1/4/2018 3:31,24.88,4.20E+12,8,Rural,,,,,,,
2289,Newtonview,2/5/2018 22:53,45.02,7.08E+12,1,Rural,,,,,,,
2290,Randallchester,2/19/2018 3:52,58.55,8.00E+12,9,Rural,,,,,,,
2291,Bradshawfurt,3/24/2018 7:34,19.89,7.87E+12,7,Rural,,,,,,,
2292,South Marychester,2/25/2018 19:06,54.66,3.14E+12,1,Rural,,,,,,,
2293,Bradshawfurt,2/18/2018 22:21,34.32,8.88E+12,7,Rural,,,,,,,
2294,Bradshawfurt,4/8/2018 13:46,55.19,1.74E+12,7,Rural,,,,,,,
2295,Jessicaport,3/18/2018 16:59,33.72,3.05E+12,1,Rural,,,,,,,
2296,Michaelberg,3/27/2018 21:48,38.62,3.64E+11,6,Rural,,,,,,,
2297,West Heather,3/12/2018 4:22,26.55,7.04E+12,4,Rural,,,,,,,
2298,Garzaport,4/17/2018 1:48,17.31,6.09E+12,7,Rural,,,,,,,
2299,North Jaime,2/1/2018 8:59,17.05,9.48E+12,1,Rural,,,,,,,
2300,New Ryantown,2/4/2018 23:54,45.7,3.57E+12,2,Rural,,,,,,,
2301,North Holly,4/21/2018 21:14,18.54,6.26E+12,8,Rural,,,,,,,
2302,West Heather,2/22/2018 9:01,17.4,8.70E+12,4,Rural,,,,,,,
2303,Taylorhaven,4/3/2018 5:41,38.92,8.30E+12,1,Rural,,,,,,,
2304,Bradshawfurt,4/7/2018 21:12,49.7,5.09E+12,7,Rural,,,,,,,
2305,Michaelberg,1/11/2018 4:39,16.42,8.80E+12,6,Rural,,,,,,,
2306,Michaelberg,4/22/2018 17:28,19.27,26848733115,6,Rural,,,,,,,
2307,North Holly,3/28/2018 0:12,35.45,3.26E+12,8,Rural,,,,,,,
2308,North Jaime,5/6/2018 0:58,41.18,7.33E+12,1,Rural,,,,,,,
2309,North Jaime,4/4/2018 1:58,43.86,8.20E+12,1,Rural,,,,,,,
2310,South Marychester,4/23/2018 12:21,25.94,2.94E+12,1,Rural,,,,,,,
2311,North Holly,1/23/2018 6:52,40.24,3.92E+12,8,Rural,,,,,,,
2312,Michaelberg,5/2/2018 11:57,52.71,5.65E+12,6,Rural,,,,,,,
2313,West Heather,2/22/2018 1:46,33.38,5.55E+12,4,Rural,,,,,,,
2314,Bradshawfurt,2/23/2018 12:00,37.05,2.07E+12,7,Rural,,,,,,,
2315,Penaborough,1/14/2018 15:58,54.1,4.33E+11,6,Rural,,,,,,,
2316,New Ryantown,4/30/2018 1:50,50.81,5.36E+12,2,Rural,,,,,,,
2317,Michaelberg,1/19/2018 12:38,38.68,1.03E+11,6,Rural,,,,,,,
2318,Taylorhaven,4/1/2018 16:37,54.65,9.10E+12,1,Rural,,,,,,,
2319,South Jennifer,4/2/2018 10:26,14.11,3.83E+12,7,Rural,,,,,,,
2320,Bradshawfurt,4/10/2018 9:47,19.07,7.39E+11,7,Rural,,,,,,,
2321,Taylorhaven,3/5/2018 4:46,29.45,2.16E+12,1,Rural,,,,,,,
2322,Harringtonfort,2/17/2018 4:42,30.58,6.84E+12,4,Rural,,,,,,,
2323,Randallchester,2/11/2018 5:42,25.78,9.01E+12,9,Rural,,,,,,,
2324,New Ryantown,4/5/2018 21:38,50.98,4.83E+12,2,Rural,,,,,,,
2325,Penaborough,2/3/2018 17:15,51.8,5.38E+12,6,Rural,,,,,,,
2326,South Jennifer,4/10/2018 20:46,43.25,6.24E+11,7,Rural,,,,,,,
2327,Lake Jamie,4/30/2018 21:26,37.33,6.76E+12,4,Rural,,,,,,,
2328,Harringtonfort,4/16/2018 16:30,17.39,4.02E+12,4,Rural,,,,,,,
2329,South Jennifer,1/30/2018 1:40,37.05,9.55E+12,7,Rural,,,,,,,
2330,Bradshawfurt,1/19/2018 20:21,56.78,1.25E+12,7,Rural,,,,,,,
2331,Jessicaport,5/1/2018 8:14,22.44,3.73E+12,1,Rural,,,,,,,
2332,Lake Latoyabury,3/29/2018 9:11,13.84,7.91E+12,2,Rural,,,,,,,
2333,Lake Jamie,1/18/2018 7:36,43.57,1.17E+12,4,Rural,,,,,,,
2334,Randallchester,3/25/2018 13:36,10.37,3.22E+12,9,Rural,,,,,,,
2335,Harringtonfort,3/10/2018 10:11,19.02,6.72E+12,4,Rural,,,,,,,
2336,Lake Latoyabury,1/24/2018 13:32,34.74,5.96E+12,2,Rural,,,,,,,
2337,Taylorhaven,4/2/2018 9:17,47.07,8.57E+12,1,Rural,,,,,,,
2338,South Jennifer,3/11/2018 0:51,49.82,1.15E+12,7,Rural,,,,,,,
2339,Harringtonfort,2/26/2018 7:03,54.66,9.20E+12,4,Rural,,,,,,,
2340,Newtonview,4/1/2018 13:39,26.73,3.72E+12,1,Rural,,,,,,,
2341,Michaelberg,3/10/2018 10:05,56.48,3.76E+12,6,Rural,,,,,,,
2342,Penaborough,1/22/2018 15:36,10.11,4.13E+12,6,Rural,,,,,,,
2343,Lake Latoyabury,4/14/2018 7:06,11.94,2.04E+12,2,Rural,,,,,,,
2344,North Jaime,4/27/2018 17:58,14.01,2.16E+12,1,Rural,,,,,,,
2345,West Heather,2/4/2018 16:29,13.97,7.12E+12,4,Rural,,,,,,,
2346,West Heather,4/18/2018 19:33,46.6,3.67E+12,4,Rural,,,,,,,
2347,West Heather,3/2/2018 21:04,20.99,5.77E+12,4,Rural,,,,,,,
2348,South Saramouth,1/28/2018 15:55,31.25,7.12E+12,7,Rural,,,,,,,
2349,West Heather,3/6/2018 20:06,48.11,2.57E+12,4,Rural,,,,,,,
2350,Garzaport,5/6/2018 16:57,18.9,8.83E+12,7,Rural,,,,,,,
2351,South Saramouth,3/27/2018 21:07,11.87,1.70E+11,7,Rural,,,,,,,
2352,Randallchester,4/7/2018 23:42,10.79,1.62E+12,9,Rural,,,,,,,
2353,Harringtonfort,1/9/2018 15:30,31.84,3.73E+12,4,Rural,,,,,,,
2354,South Saramouth,4/12/2018 18:11,57.23,5.08E+12,7,Rural,,,,,,,
2355,North Holly,1/3/2018 19:51,19.9,5.56E+12,8,Rural,,,,,,,
2356,New Ryantown,5/5/2018 19:29,26.53,2.30E+12,2,Rural,,,,,,,
2357,West Heather,2/2/2018 6:28,53.07,2.46E+12,4,Rural,,,,,,,
2358,Lake Latoyabury,2/25/2018 4:10,16.18,8.49E+12,2,Rural,,,,,,,
2359,South Marychester,1/19/2018 11:40,49.44,90058815985,1,Rural,,,,,,,
2360,Jessicaport,1/31/2018 17:57,58.29,6.23E+11,1,Rural,,,,,,,
2361,Michaelberg,3/22/2018 22:20,38.3,8.03E+12,6,Rural,,,,,,,
2362,North Holly,4/18/2018 19:26,30.94,3.44E+12,8,Rural,,,,,,,
2363,Michaelberg,3/13/2018 14:40,37.72,8.84E+12,6,Rural,,,,,,,
2364,Lake Jamie,2/25/2018 23:46,28.65,5.82E+12,4,Rural,,,,,,,
2365,Lake Jamie,4/19/2018 4:32,16.29,3.52E+12,4,Rural,,,,,,,
2366,North Holly,3/18/2018 10:38,40.34,3.79E+12,8,Rural,,,,,,,
2367,Michaelberg,1/27/2018 18:43,38.42,8.63E+11,6,Rural,,,,,,,
2368,Lake Jamie,4/29/2018 1:58,54.22,2.49E+12,4,Rural,,,,,,,
2369,Bradshawfurt,1/30/2018 10:55,51.39,1.33E+12,7,Rural,,,,,,,
2370,Michaelberg,4/29/2018 17:04,13.38,8.55E+12,6,Rural,,,,,,,
2371,Lake Latoyabury,1/30/2018 0:05,20.76,9.02E+12,2,Rural,,,,,,,
2372,North Jaime,2/10/2018 21:03,11.11,2.78E+12,1,Rural,,,,,,,
2373,West Heather,5/7/2018 19:22,44.94,4.26E+12,4,Rural,,,,,,,
2374,Newtonview,4/25/2018 10:20,55.84,9.99E+12,1,Rural,,,,,,,
